[info] Migrando 26 tabelas com concorrência=4...
[progress] agencies iniciando
[progress] agencies 0% iniciando
[progress] proposals 92% inserindo (27775/30184)
[progress] proposals 92% inserindo (27776/30184)
[progress] proposals 92% inserindo (27777/30184)
[progress] proposals 92% inserindo (27778/30184)
[progress] proposals 92% inserindo (27779/30184)
[progress] proposals 92% inserindo (27780/30184)
[progress] proposals 92% inserindo (27781/30184)
[progress] proposals 92% inserindo (27782/30184)
[progress] proposals 92% inserindo (27783/30184)
[progress] proposals 92% inserindo (27784/30184)
[progress] proposals 92% inserindo (27785/30184)
[progress] proposals 92% inserindo (27786/30184)
[progress] proposals 92% inserindo (27787/30184)
[progress] proposals 92% inserindo (27788/30184)
[progress] proposals 92% inserindo (27789/30184)
[progress] proposals 92% inserindo (27790/30184)
[progress] proposals 92% inserindo (27791/30184)
[progress] proposals 92% inserindo (27792/30184)
[progress] proposals 92% inserindo (27793/30184)
[progress] proposals 92% inserindo (27794/30184)
[progress] proposals 92% inserindo (27795/30184)
[progress] proposals 92% inserindo (27796/30184)
[progress] proposals 92% inserindo (27797/30184)
[progress] proposals 92% inserindo (27798/30184)
[progress] proposals 92% inserindo (27799/30184)
[progress] proposals 92% inserindo (27800/30184)
[progress] proposals 92% inserindo (27801/30184)
[progress] proposals 92% inserindo (27802/30184)
[progress] proposals 92% inserindo (27803/30184)
[progress] proposals 92% inserindo (27804/30184)
[progress] proposals 92% inserindo (27805/30184)
[progress] proposals 92% inserindo (27806/30184)
[progress] proposals 92% inserindo (27807/30184)
[progress] proposals 92% inserindo (27808/30184)
[progress] proposals 92% inserindo (27809/30184)
[progress] proposals 92% inserindo (27810/30184)
[progress] proposals 92% inserindo (27811/30184)
[progress] proposals 92% inserindo (27812/30184)
[progress] proposals 92% inserindo (27813/30184)
[progress] proposals 92% inserindo (27814/30184)
[progress] proposals 92% inserindo (27815/30184)
[progress] proposals 92% inserindo (27816/30184)
[progress] proposals 92% inserindo (27817/30184)
[progress] proposals 92% inserindo (27818/30184)
[progress] proposals 92% inserindo (27819/30184)
[progress] proposals 92% inserindo (27820/30184)
[progress] proposals 92% inserindo (27821/30184)
[progress] proposals 92% inserindo (27822/30184)
[progress] proposals 92% inserindo (27823/30184)
[progress] proposals 92% inserindo (27824/30184)
[progress] proposals 92% inserindo (27825/30184)
[progress] proposals 92% inserindo (27826/30184)
[progress] proposals 92% inserindo (27827/30184)
[progress] proposals 92% inserindo (27828/30184)
[progress] proposals 92% inserindo (27829/30184)
[progress] proposals 92% inserindo (27830/30184)
[progress] proposals 92% inserindo (27831/30184)
[progress] proposals 92% inserindo (27832/30184)
[progress] proposals 92% inserindo (27833/30184)
[progress] proposals 92% inserindo (27834/30184)
[progress] proposals 92% inserindo (27835/30184)
[progress] proposals 92% inserindo (27836/30184)
[progress] proposals 92% inserindo (27837/30184)
[progress] proposals 92% inserindo (27838/30184)
[progress] proposals 92% inserindo (27839/30184)
[progress] proposals 92% inserindo (27840/30184)
[progress] proposals 92% inserindo (27841/30184)
[progress] proposals 92% inserindo (27842/30184)
[progress] proposals 92% inserindo (27843/30184)
[progress] proposals 92% inserindo (27844/30184)
[progress] proposals 92% inserindo (27845/30184)
[progress] proposals 92% inserindo (27846/30184)
[progress] proposals 92% inserindo (27847/30184)
[progress] proposals 92% inserindo (27848/30184)
[progress] proposals 92% inserindo (27849/30184)
[progress] proposals 92% inserindo (27850/30184)
[progress] proposals 92% inserindo (27851/30184)
[progress] proposals 92% inserindo (27852/30184)
[progress] proposals 92% inserindo (27853/30184)
[progress] proposals 92% inserindo (27854/30184)
[progress] proposals 92% inserindo (27855/30184)
[progress] proposals 92% inserindo (27856/30184)
[progress] proposals 92% inserindo (27857/30184)
[progress] proposals 92% inserindo (27858/30184)
[progress] proposals 92% inserindo (27859/30184)
[progress] proposals 92% inserindo (27860/30184)
[progress] proposals 92% inserindo (27861/30184)
[progress] proposals 92% inserindo (27862/30184)
[progress] proposals 92% inserindo (27863/30184)
[progress] proposals 92% inserindo (27864/30184)
[progress] proposals 92% inserindo (27865/30184)
[progress] proposals 92% inserindo (27866/30184)
[progress] proposals 92% inserindo (27867/30184)
[progress] proposals 92% inserindo (27868/30184)
[progress] proposals 92% inserindo (27869/30184)
[progress] proposals 92% inserindo (27870/30184)
[progress] proposals 92% inserindo (27871/30184)
[progress] proposals 92% inserindo (27872/30184)
[progress] proposals 92% inserindo (27873/30184)
[progress] proposals 92% inserindo (27874/30184)
[progress] proposals 92% inserindo (27875/30184)
[progress] proposals 92% inserindo (27876/30184)
[progress] proposals 92% inserindo (27877/30184)
[progress] proposals 92% inserindo (27878/30184)
[progress] proposals 92% inserindo (27879/30184)
[progress] proposals 92% inserindo (27880/30184)
[progress] proposals 92% inserindo (27881/30184)
[progress] proposals 92% inserindo (27882/30184)
[progress] proposals 92% inserindo (27883/30184)
[progress] proposals 92% inserindo (27884/30184)
[progress] proposals 92% inserindo (27885/30184)
[progress] proposals 92% inserindo (27886/30184)
[progress] proposals 92% inserindo (27887/30184)
[progress] proposals 92% inserindo (27888/30184)
[progress] proposals 92% inserindo (27889/30184)
[progress] proposals 92% inserindo (27890/30184)
[progress] proposals 92% inserindo (27891/30184)
[progress] proposals 92% inserindo (27892/30184)
[progress] proposals 92% inserindo (27893/30184)
[progress] proposals 92% inserindo (27894/30184)
[progress] proposals 92% inserindo (27895/30184)
[progress] proposals 92% inserindo (27896/30184)
[progress] proposals 92% inserindo (27897/30184)
[progress] proposals 92% inserindo (27898/30184)
[progress] proposals 92% inserindo (27899/30184)
[progress] proposals 92% inserindo (27900/30184)
[progress] proposals 92% inserindo (27901/30184)
[progress] proposals 92% inserindo (27902/30184)
[progress] proposals 92% inserindo (27903/30184)
[progress] proposals 92% inserindo (27904/30184)
[progress] proposals 92% inserindo (27905/30184)
[progress] proposals 92% inserindo (27906/30184)
[progress] proposals 92% inserindo (27907/30184)
[progress] proposals 92% inserindo (27908/30184)
[progress] proposals 92% inserindo (27909/30184)
[progress] proposals 92% inserindo (27910/30184)
[progress] proposals 92% inserindo (27911/30184)
[progress] proposals 92% inserindo (27912/30184)
[progress] proposals 92% inserindo (27913/30184)
[progress] proposals 92% inserindo (27914/30184)
[progress] proposals 92% inserindo (27915/30184)
[progress] proposals 92% inserindo (27916/30184)
[progress] proposals 92% inserindo (27917/30184)
[progress] proposals 92% inserindo (27918/30184)
[progress] proposals 92% inserindo (27919/30184)
[progress] proposals 92% inserindo (27920/30184)
[progress] proposals 92% inserindo (27921/30184)
[progress] proposals 92% inserindo (27922/30184)
[progress] proposals 92% inserindo (27923/30184)
[progress] proposals 92% inserindo (27924/30184)
[progress] proposals 92% inserindo (27925/30184)
[progress] proposals 92% inserindo (27926/30184)
[progress] proposals 92% inserindo (27927/30184)
[progress] proposals 92% inserindo (27928/30184)
[progress] proposals 92% inserindo (27929/30184)
[progress] proposals 92% inserindo (27930/30184)
[progress] proposals 92% inserindo (27931/30184)
[progress] proposals 92% inserindo (27932/30184)
[progress] proposals 92% inserindo (27933/30184)
[progress] proposals 92% inserindo (27934/30184)
[progress] proposals 92% inserindo (27935/30184)
[progress] proposals 92% inserindo (27936/30184)
[progress] proposals 92% inserindo (27937/30184)
[progress] proposals 92% inserindo (27938/30184)
[progress] proposals 92% inserindo (27939/30184)
[progress] proposals 92% inserindo (27940/30184)
[progress] proposals 92% inserindo (27941/30184)
[progress] proposals 92% inserindo (27942/30184)
[progress] proposals 92% inserindo (27943/30184)
[progress] proposals 92% inserindo (27944/30184)
[progress] proposals 92% inserindo (27945/30184)
[progress] proposals 92% inserindo (27946/30184)
[progress] proposals 92% inserindo (27947/30184)
[progress] proposals 92% inserindo (27948/30184)
[progress] proposals 92% inserindo (27949/30184)
[progress] proposals 92% inserindo (27950/30184)
[progress] proposals 92% inserindo (27951/30184)
[progress] proposals 92% inserindo (27952/30184)
[progress] proposals 92% inserindo (27953/30184)
[progress] proposals 92% inserindo (27954/30184)
[progress] proposals 92% inserindo (27955/30184)
[progress] proposals 92% inserindo (27956/30184)
[progress] proposals 92% inserindo (27957/30184)
[progress] proposals 92% inserindo (27958/30184)
[progress] proposals 92% inserindo (27959/30184)
[progress] proposals 92% inserindo (27960/30184)
[progress] proposals 92% inserindo (27961/30184)
[progress] proposals 92% inserindo (27962/30184)
[progress] proposals 92% inserindo (27963/30184)
[progress] proposals 92% inserindo (27964/30184)
[progress] proposals 92% inserindo (27965/30184)
[progress] proposals 92% inserindo (27966/30184)
[progress] proposals 92% inserindo (27967/30184)
[progress] proposals 92% inserindo (27968/30184)
[progress] proposals 92% inserindo (27969/30184)
[progress] proposals 92% inserindo (27970/30184)
[progress] proposals 92% inserindo (27971/30184)
[progress] proposals 92% inserindo (27972/30184)
[progress] proposals 92% inserindo (27973/30184)
[progress] proposals 92% inserindo (27974/30184)
[progress] proposals 92% inserindo (27975/30184)
[progress] proposals 92% inserindo (27976/30184)
[progress] proposals 92% inserindo (27977/30184)
[progress] proposals 92% inserindo (27978/30184)
[progress] proposals 92% inserindo (27979/30184)
[progress] proposals 92% inserindo (27980/30184)
[progress] proposals 92% inserindo (27981/30184)
[progress] proposals 92% inserindo (27982/30184)
[progress] proposals 92% inserindo (27983/30184)
[progress] proposals 92% inserindo (27984/30184)
[progress] proposals 92% inserindo (27985/30184)
[progress] proposals 92% inserindo (27986/30184)
[progress] proposals 92% inserindo (27987/30184)
[progress] proposals 92% inserindo (27988/30184)
[progress] proposals 92% inserindo (27989/30184)
[progress] proposals 92% inserindo (27990/30184)
[progress] proposals 92% inserindo (27991/30184)
[progress] proposals 92% inserindo (27992/30184)
[progress] proposals 92% inserindo (27993/30184)
[progress] proposals 92% inserindo (27994/30184)
[progress] proposals 92% inserindo (27995/30184)
[progress] proposals 92% inserindo (27996/30184)
[progress] proposals 92% inserindo (27997/30184)
[progress] proposals 92% inserindo (27998/30184)
[progress] proposals 92% inserindo (27999/30184)
[progress] proposals 92% inserindo (28000/30184)
[progress] proposals 92% inserindo (28001/30184)
[progress] proposals 92% inserindo (28002/30184)
[progress] proposals 92% inserindo (28003/30184)
[progress] proposals 92% inserindo (28004/30184)
[progress] proposals 92% inserindo (28005/30184)
[progress] proposals 92% inserindo (28006/30184)
[progress] proposals 92% inserindo (28007/30184)
[progress] proposals 92% inserindo (28008/30184)
[progress] proposals 92% inserindo (28009/30184)
[progress] proposals 92% inserindo (28010/30184)
[progress] proposals 92% inserindo (28011/30184)
[progress] proposals 92% inserindo (28012/30184)
[progress] proposals 92% inserindo (28013/30184)
[progress] proposals 92% inserindo (28014/30184)
[progress] proposals 92% inserindo (28015/30184)
[progress] proposals 92% inserindo (28016/30184)
[progress] proposals 92% inserindo (28017/30184)
[progress] proposals 92% inserindo (28018/30184)
[progress] proposals 92% inserindo (28019/30184)
[progress] proposals 92% inserindo (28020/30184)
[progress] proposals 92% inserindo (28021/30184)
[progress] proposals 92% inserindo (28022/30184)
[progress] proposals 92% inserindo (28023/30184)
[progress] proposals 92% inserindo (28024/30184)
[progress] proposals 92% inserindo (28025/30184)
[progress] proposals 92% inserindo (28026/30184)
[progress] proposals 92% inserindo (28027/30184)
[progress] proposals 92% inserindo (28028/30184)
[progress] proposals 92% inserindo (28029/30184)
[progress] proposals 92% inserindo (28030/30184)
[progress] proposals 92% inserindo (28031/30184)
[progress] proposals 92% inserindo (28032/30184)
[progress] proposals 92% inserindo (28033/30184)
[progress] proposals 92% inserindo (28034/30184)
[progress] proposals 92% inserindo (28035/30184)
[progress] proposals 92% inserindo (28036/30184)
[progress] proposals 92% inserindo (28037/30184)
[progress] proposals 92% inserindo (28038/30184)
[progress] proposals 92% inserindo (28039/30184)
[progress] proposals 92% inserindo (28040/30184)
[progress] proposals 92% inserindo (28041/30184)
[progress] proposals 92% inserindo (28042/30184)
[progress] proposals 92% inserindo (28043/30184)
[progress] proposals 92% inserindo (28044/30184)
[progress] proposals 92% inserindo (28045/30184)
[progress] proposals 92% inserindo (28046/30184)
[progress] proposals 92% inserindo (28047/30184)
[progress] proposals 92% inserindo (28048/30184)
[progress] proposals 92% inserindo (28049/30184)
[progress] proposals 92% inserindo (28050/30184)
[progress] proposals 92% inserindo (28051/30184)
[progress] proposals 92% inserindo (28052/30184)
[progress] proposals 92% inserindo (28053/30184)
[progress] proposals 92% inserindo (28054/30184)
[progress] proposals 92% inserindo (28055/30184)
[progress] proposals 92% inserindo (28056/30184)
[progress] proposals 92% inserindo (28057/30184)
[progress] proposals 92% inserindo (28058/30184)
[progress] proposals 92% inserindo (28059/30184)
